Customer_Name,Province,Region,Customer_Segment,Cust_id,Phone_Number,Email,Ord_id,Prod_id,Ship_id,Sales,Discount,Order_Quantity,Profit,Shipping_Cost,Product_Base_Margin,Order_ID,Order_Date,Order_Priority,Product_Category,Product_Sub_Category,Ship_Mode,Ship_Date
FRANK MERWIN,ALBERTA,WEST,CONSUMER,Cust_1771,+1-587-555-181,crobles@msn.com,Ord_5277,Prod_16,SHP_7366,86.38,0.1,8,-12.61,3.37,0.57,16390,24-03-2012,MEDIUM,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",REGULAR AIR,26-03-2012
KELLY WILLIAMS,ALBERTA,WEST,CORPORATE,Cust_1774,587-555-0146,jpflip@msn.com,Ord_650,Prod_16,SHP_7421,33.54,0.08,4,-29.49,8.37,0.58,39301,22-03-2009,MEDIUM,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",REGULAR AIR,24-03-2009
EMILY GRADY,BRITISH COLUMBIA,WEST,HOME OFFICE,Cust_208,709-555-0168,engelen@att.net,Ord_603,Prod_16,SHP_825,133.23,0,41,-59.91,1.92,0.84,9573,13-06-2012,MEDIUM,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",REGULAR AIR,14-06-2012
ERICA BERN,MANITOBA,PRARIE,CORPORATE,Cust_179,(204) 633-9488,mcsporran@verizon.net,Ord_488,Prod_16,SHP_656,134.86,0.04,42,-62.84,1.92,0.84,58117,20-02-2011,CRITICAL,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",REGULAR AIR,21-02-2011
RUBEN DARTT,ALBERTA,WEST,CORPORATE,Cust_1793,+1-587-555-141,pdbaby@aol.com,Ord_5344,Prod_16,SHP_7462,6.93,0.01,2,-4.64,2.56,0.55,6,20-02-2012,NOT SPECIFIED,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",REGULAR AIR,21-02-2012
AARON BERGMAN,ALBERTA,WEST,CORPORATE,Cust_1818,+1-587-555-192,leakin@me.com,Ord_5446,Prod_16,SHP_7609,136.81,0.01,23,-30.51,3.6,0.56,36262,27-07-2010,NOT SPECIFIED,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",REGULAR AIR,28-07-2010
ADRIAN SHAMI,ALBERTA,WEST,CONSUMER,Cust_1820,+1-587-555-106,ovprit@mac.com,Ord_5484,Prod_16,SHP_7663,322.82,0.05,35,-17.58,3.98,0.56,53026,26-02-2012,LOW,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",REGULAR AIR,3/3/2012
JULIE CREIGHTON,BRITISH COLUMBIA,WEST,CORPORATE,Cust_185,709-555-0116,preneel@att.net,Ord_566,Prod_16,SHP_768,507.64,0.04,46,42.76,3.37,0.57,44162,19-03-2010,HIGH,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",REGULAR AIR,20-03-2010
LUKE WEISS,BRITISH COLUMBIA,WEST,CORPORATE,Cust_199,709-555-0132,zavadsky@optonline.net,Ord_556,Prod_16,SHP_755,154.45,0.09,14,-2.31,3.37,0.57,35011,10/12/2012,NOT SPECIFIED,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",REGULAR AIR,12/12/2012
SONIA SUNLEY,BRITISH COLUMBIA,WEST,CORPORATE,Cust_214,+1-709-555-168,saridder@gmail.com,Ord_605,Prod_16,SHP_828,78.57,0.02,21,-20.65,1.32,0.83,10048,15-05-2009,NOT SPECIFIED,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",REGULAR AIR,17-05-2009
SONIA SUNLEY,BRITISH COLUMBIA,WEST,CORPORATE,Cust_214,+1-709-555-168,saridder@gmail.com,Ord_620,Prod_16,SHP_848,77.03,0.08,26,-47.75,1.92,0.84,21856,5/4/2012,NOT SPECIFIED,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",REGULAR AIR,5/4/2012
SHAHID SHARIARI,BRITISH COLUMBIA,WEST,CORPORATE,Cust_232,709-555-0146,ryanshaw@outlook.com,Ord_794,Prod_16,SHP_1091,321.95,0.03,29,20.76,3.37,0.57,31874,15-09-2012,HIGH,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",EXPRESS AIR,15-09-2012
JOHN GRADY,BRITISH COLUMBIA,WEST,CORPORATE,Cust_269,709-555-0145,cfhsoft@outlook.com,Ord_834,Prod_16,SHP_1142,5.06,0.01,1,-2.64,1.92,0.84,44098,27-01-2010,LOW,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",REGULAR AIR,31-01-2010
RALPH KENNEDY,NOVA SCOTIA,ATLANTIC,CORPORATE,Cust_272,902-555-0193,dmbkiwi@msn.com,Ord_837,Prod_16,SHP_1147,111.55,0.05,35,-54.25,1.92,0.84,45155,15-02-2011,LOW,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",REGULAR AIR,15-02-2011
NEIL DUCICH,NOVA SCOTIA,ATLANTIC,HOME OFFICE,Cust_333,+1-902-555-119,malattia@mac.com,Ord_931,Prod_16,SHP_1288,56.47,0.05,4,-29.9,4.59,0.82,22885,23-11-2009,MEDIUM,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",REGULAR AIR,25-11-2009
STEVE CARROLL,BRITISH COLUMBIA,WEST,CONSUMER,Cust_338,709-555-0150,oneiros@mac.com,Ord_965,Prod_16,SHP_1334,191.67,0.03,17,6.02,3.37,0.57,37412,3/8/2012,HIGH,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",REGULAR AIR,5/8/2012
BARRY WEIRICH,NUNAVUT,NUNAVUT,CORPORATE,Cust_34,,novanet@sbcglobal.net,Ord_43,Prod_16,SHP_56,9620.82,0.04,6,-1759.58,24.49,0.81,6116,20-03-2009,MEDIUM,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",REGULAR AIR,22-03-2009
BART WATTERS,BRITISH COLUMBIA,WEST,CORPORATE,Cust_346,709-555-0158,treeves@mac.com,Ord_956,Prod_16,SHP_1324,503.17,0.01,46,-10.21,4.68,0.59,34721,1/11/2010,NOT SPECIFIED,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",REGULAR AIR,2/11/2010
BART WATTERS,BRITISH COLUMBIA,WEST,CORPORATE,Cust_346,709-555-0158,treeves@mac.com,Ord_975,Prod_16,SHP_1345,638.91,0.02,49,77.48,3.14,0.6,41671,3/12/2012,CRITICAL,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",REGULAR AIR,5/12/2012
MARIA BERTELSON,MANITOBA,PRARIE,HOME OFFICE,Cust_402,+1-204-555-147,warrior@mac.com,Ord_1053,Prod_16,SHP_1454,262.78,0.04,23,19.36,3.37,0.57,15109,14-12-2010,NOT SPECIFIED,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",REGULAR AIR,15-12-2010
MEG O'CONNEL,ONTARIO,ONTARIO,SMALL BUSINESS,Cust_421,905-555-0123,uraeus@outlook.com,Ord_1112,Prod_16,SHP_1536,325.97,0.02,46,-255.22,8.37,0.58,46726,5/7/2012,NOT SPECIFIED,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",REGULAR AIR,5/7/2012
JOY BELL,NORTHWEST TERRITORIES,NORTHWEST TERRITORIES,HOME OFFICE,Cust_44,(867) 873-4567,bachmann@verizon.net,Ord_292,Prod_16,SHP_394,600.22,0.08,50,27.86,3.14,0.6,50688,16-12-2011,CRITICAL,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",REGULAR AIR,17-12-2011
BILL DONATELLI,ONTARIO,ONTARIO,CORPORATE,Cust_444,+1-905-555-176,podmaster@att.net,Ord_1154,Prod_16,SHP_1590,483.64,0.1,45,28.39,3.37,0.57,13345,2/9/2012,NOT SPECIFIED,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",REGULAR AIR,2/9/2012
DUANE BENOIT,ONTARIO,ONTARIO,HOME OFFICE,Cust_445,905-555-0112,grdschl@aol.com,Ord_1180,Prod_16,SHP_1627,59.76,0.1,19,-33.11,1.92,0.84,41026,19-04-2011,MEDIUM,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",EXPRESS AIR,19-04-2011
SKYE NORLING,ONTARIO,ONTARIO,HOME OFFICE,Cust_459,905-555-0139,cgreuter@hotmail.com,Ord_86,Prod_16,SHP_1656,592.73,0.02,45,75.01,3.14,0.6,13313,16-07-2009,NOT SPECIFIED,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",REGULAR AIR,19-07-2009
PHILIP BROWN,ONTARIO,ONTARIO,HOME OFFICE,Cust_481,905-555-0105,peoplesr@outlook.com,Ord_1657,Prod_16,SHP_2287,14665.55,0.07,9,-767.51,24.49,0.81,55716,22-10-2012,HIGH,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",REGULAR AIR,23-10-2012
ERIN CREIGHTON,ONTARIO,ONTARIO,CORPORATE,Cust_487,+1-905-555-105,mailarc@yahoo.com,Ord_1499,Prod_16,SHP_2071,248.42,0.02,35,-58.81,4.42,0.58,31046,7/2/2011,CRITICAL,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",REGULAR AIR,10/2/2011
DOUG BICKFORD,NORTHWEST TERRITORIES,NORTHWEST TERRITORIES,CORPORATE,Cust_49,(867) 873-5814,isorashi@icloud.com,Ord_213,Prod_16,SHP_294,42.89,0.02,5,-32.48,8.37,0.58,33894,14-06-2010,CRITICAL,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",REGULAR AIR,15-06-2010
TAMARA CHAND,ONTARIO,ONTARIO,CONSUMER,Cust_490,+1-905-555-192,kmiller@verizon.net,Ord_1591,Prod_16,SHP_2198,180.92,0.1,22,-82.54,6.14,0.59,44960,3/5/2011,LOW,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",REGULAR AIR,3/5/2011
TAMARA CHAND,ONTARIO,ONTARIO,CONSUMER,Cust_490,+1-905-555-192,kmiller@verizon.net,Ord_1338,Prod_16,SHP_1840,194.29,0.09,29,-177.17,8.37,0.58,6592,1/12/2009,LOW,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",REGULAR AIR,8/12/2009
DUANE HUFFMAN,ONTARIO,ONTARIO,SMALL BUSINESS,Cust_491,+1-905-555-187,luebke@aol.com,Ord_1309,Prod_16,SHP_1805,173.2,0.01,18,-10.9,3.98,0.56,646,21-11-2009,HIGH,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",REGULAR AIR,22-11-2009
EDWARD NAZZAL,ONTARIO,ONTARIO,HOME OFFICE,Cust_492,+1-905-555-193,ilyaz@gmail.com,Ord_1460,Prod_16,SHP_2017,81.58,0.04,7,-7.78,3.37,0.57,24546,26-03-2012,CRITICAL,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",REGULAR AIR,27-03-2012
EILEEN KIEFER,ONTARIO,ONTARIO,CONSUMER,Cust_500,+1-613-555-194,guialbu@outlook.com,Ord_1319,Prod_16,SHP_1816,34.59,0.04,14,-60.13,5,0.81,2628,21-10-2010,LOW,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",REGULAR AIR,26-10-2010
ANNA HABERLIN,ONTARIO,ONTARIO,CORPORATE,Cust_510,613-555-0157,wmszeliga@me.com,Ord_1429,Prod_16,SHP_1976,539.06,0.05,42,-123.07,4.59,0.82,20259,24-05-2011,CRITICAL,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",REGULAR AIR,25-05-2011
ERIN ASHBROOK,ONTARIO,ONTARIO,CONSUMER,Cust_511,+1-613-555-125,ylchang@gmail.com,Ord_1451,Prod_16,SHP_2005,29.71,0.09,12,-23.17,1.92,0.82,23426,16-02-2011,CRITICAL,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",REGULAR AIR,17-02-2011
MELANIE PAGE,ONTARIO,ONTARIO,CORPORATE,Cust_519,613-555-0198,crypt@mac.com,Ord_1354,Prod_16,SHP_1863,156.15,0.08,10,-37.6,7.42,0.56,10371,16-09-2009,HIGH,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",EXPRESS AIR,18-09-2009
DAN LAWERA,ONTARIO,ONTARIO,CORPORATE,Cust_525,+1-613-555-198,guialbu@live.com,Ord_1624,Prod_16,SHP_2243,452.15,0.06,42,25.79,3.37,0.57,50854,17-12-2011,CRITICAL,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",EXPRESS AIR,17-12-2011
ANDY YOTOV,ONTARIO,ONTARIO,CORPORATE,Cust_531,613-555-0156,thaljef@yahoo.ca,Ord_1551,Prod_16,SHP_2145,184.77,0,29,-71.96,5.3,0.55,39330,17-07-2010,CRITICAL,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",EXPRESS AIR,18-07-2010
ANEMONE RATNER,ONTARIO,ONTARIO,SMALL BUSINESS,Cust_566,519-555-0118,dinther@gmail.com,Ord_1579,Prod_16,SHP_2178,139.37,0.04,16,1.72,2.64,0.59,43367,9/3/2010,CRITICAL,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",EXPRESS AIR,10/3/2010
NOEL STAAVOS,ONTARIO,ONTARIO,HOME OFFICE,Cust_568,519-555-0191,trygstad@icloud.com,Ord_1903,Prod_16,SHP_4128,372.01,0.07,45,-203.68,7.77,0.55,17410,1/9/2010,LOW,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",REGULAR AIR,6/9/2010
SEAN CHRISTENSEN,ONTARIO,ONTARIO,HOME OFFICE,Cust_580,519-555-0124,caidaperl@msn.com,Ord_1722,Prod_16,SHP_2383,176.24,0.02,15,9.85,3.37,0.57,21447,3/6/2010,NOT SPECIFIED,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",EXPRESS AIR,5/6/2010
SCOT CORAM,ONTARIO,ONTARIO,CORPORATE,Cust_587,+1-519-555-159,skoch@gmail.com,Ord_1776,Prod_16,SHP_2463,192.39,0.08,19,-31.67,4.68,0.59,52516,5/1/2012,HIGH,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",EXPRESS AIR,8/1/2012
NATHAN GELDER,ONTARIO,ONTARIO,HOME OFFICE,Cust_589,519-555-0160,petersen@yahoo.ca,Ord_1735,Prod_16,SHP_2398,253.38,0,17,-35.78,7.59,0.56,30433,9/6/2010,MEDIUM,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",EXPRESS AIR,9/6/2010
HARRY MARIE,ONTARIO,ONTARIO,CONSUMER,Cust_594,519-555-0147,mbalazin@live.com,Ord_1721,Prod_16,SHP_3965,103.6,0.09,43,-72.86,1.92,0.82,21414,4/5/2011,CRITICAL,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",EXPRESS AIR,4/5/2011
BETH THOMPSON,NORTHWEST TERRITORIES,NORTHWEST TERRITORIES,CORPORATE,Cust_67,902-555-0177,fbriere@yahoo.ca,Ord_208,Prod_16,SHP_284,327.15,0.04,19,47.3,3.26,0.56,33377,31-07-2011,HIGH,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",REGULAR AIR,1/8/2011
DOROTHY WARDLE,NORTHWEST TERRITORIES,NORTHWEST TERRITORIES,CORPORATE,Cust_79,15447776580,kohlis@aol.com,Ord_231,Prod_16,SHP_320,224.47,0.08,16,-49.31,7.59,0.56,37793,8/11/2009,NOT SPECIFIED,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",REGULAR AIR,9/11/2009
PAUL KNUTSON,QUEBEC,QUEBEC,CORPORATE,Cust_836,+1-418-555-135,rddesign@yahoo.com,Ord_2204,Prod_16,SHP_3003,96.04,0.05,16,-50.75,5.3,0.55,13378,21-09-2009,LOW,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",REGULAR AIR,26-09-2009
JASPER CACIOPPO,QUEBEC,QUEBEC,HOME OFFICE,Cust_932,+1-418-555-126,,Ord_2526,Prod_16,SHP_3459,259.25,0.1,46,-64.03,3.6,0.56,49666,6/8/2009,LOW,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",EXPRESS AIR,10/8/2009
JASPER CACIOPPO,QUEBEC,QUEBEC,HOME OFFICE,Cust_932,+1-418-555-126,,Ord_2389,Prod_16,SHP_3277,230.77,0.09,29,-146.24,7.77,0.55,18532,20-10-2011,NOT SPECIFIED,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",REGULAR AIR,21-10-2011
BEN WALLACE,QUEBEC,QUEBEC,HOME OFFICE,Cust_939,418-555-0161,,Ord_2385,Prod_16,SHP_3273,138.84,0,15,8.75,2.64,0.59,17446,9/6/2009,CRITICAL,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",EXPRESS AIR,11/6/2009
FRED CHUNG,QUEBEC,QUEBEC,CORPORATE,Cust_941,418-555-0115,,Ord_2350,Prod_16,SHP_3226,67.3,0.02,27,-115.38,5,0.81,5543,24-09-2010,MEDIUM,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",REGULAR AIR,26-09-2010
FRED CHUNG,QUEBEC,QUEBEC,CORPORATE,Cust_941,418-555-0115,,Ord_2350,Prod_2,SHP_3226,703.54,0.04,15,138.46,3.99,0.56,5543,24-09-2010,MEDIUM,OFFICE SUPPLIES,APPLIANCES,REGULAR AIR,26-09-2010
MITCH WEBBER,QUEBEC,QUEBEC,CORPORATE,Cust_959,+1-418-555-180,,Ord_2395,Prod_16,SHP_3285,450.66,0.01,49,-115.1,6.14,0.59,19811,8/8/2011,LOW,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",EXPRESS AIR,13-08-2011
CHARLES MCCROSSIN,NORTHWEST TERRITORIES,NORTHWEST TERRITORIES,CORPORATE,Cust_97,16394700321,,Ord_278,Prod_16,SHP_377,302.2,0.04,27,20.27,3.37,0.57,47620,26-06-2012,LOW,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",REGULAR AIR,5/7/2012
MICHAEL CHEN,QUEBEC,QUEBEC,CONSUMER,Cust_971,+1-418-555-159,,Ord_2535,Prod_16,SHP_3470,269.66,0.02,20,-59.13,4.59,0.82,51008,20-08-2011,HIGH,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",REGULAR AIR,22-08-2011
DORRIS LOVE,QUEBEC,QUEBEC,CORPORATE,Cust_974,418-555-0150,,Ord_2547,Prod_16,SHP_3486,98.24,0.04,9,-10.38,3.37,0.57,53668,31-03-2010,NOT SPECIFIED,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",REGULAR AIR,1/4/2010
SANDRA FLANAGAN,ONTARIO,ONTARIO,HOME OFFICE,Cust_1001,+1-519-555-154,tfinniga@yahoo.ca,Ord_2651,Prod_8,SHP_3626,1271.12,0.05,35,-62.82,7.53,0.76,20390,31-08-2009,NOT SPECIFIED,TECHNOLOGY,COMPUTER PERIPHERALS,EXPRESS AIR,3/9/2009
STEVE NGUYEN,ONTARIO,ONTARIO,CONSUMER,Cust_1002,+1-519-555-162,miami@aol.com,Ord_2715,Prod_8,SHP_3720,3931.17,0.1,42,1174.02,7.18,0.46,35712,23-10-2012,HIGH,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR,24-10-2012
STEVE NGUYEN,ONTARIO,ONTARIO,CONSUMER,Cust_1002,+1-519-555-162,miami@aol.com,Ord_2628,Prod_8,SHP_3595,682.77,0.05,49,165.2,1.99,0.49,13638,30-09-2011,HIGH,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR,2/10/2011
XYLONA PRICE,ONTARIO,ONTARIO,CORPORATE,Cust_1006,519-555-0158,jhardin@live.com,Ord_2624,Prod_8,SHP_3590,1211,0,36,-27.99,6.5,0.79,13121,7/3/2010,HIGH,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR,8/3/2010
JOHN LUCAS,ONTARIO,ONTARIO,SMALL BUSINESS,Cust_1007,519-555-0177,mwitte@msn.com,Ord_2712,Prod_8,SHP_3714,561.92,0.1,22,57.82,1.99,0.51,34562,24-08-2010,LOW,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR,26-08-2010
BILL OVERFELT,ONTARIO,ONTARIO,CORPORATE,Cust_1008,519-555-0172,lstein@verizon.net,Ord_2782,Prod_8,SHP_3822,536.83,0.06,31,161.37,1.99,0.45,50307,15-10-2010,LOW,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR,15-10-2010
BILL OVERFELT,ONTARIO,ONTARIO,CORPORATE,Cust_1008,519-555-0172,lstein@verizon.net,Ord_2773,Prod_8,SHP_3808,649.71,0.07,22,-157.51,8.65,0.74,47492,23-07-2011,HIGH,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR,25-07-2011
BARRY FRENCH,NORTHWEST TERRITORIES,NORTHWEST TERRITORIES,CONSUMER,Cust_101,13433679271,bancboy@aol.com,Ord_164,Prod_8,SHP_221,538.22,0.01,48,-154.66,6.5,0.64,27109,8/2/2012,CRITICAL,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR,10/2/2012
MATT CONNELL,ONTARIO,ONTARIO,CORPORATE,Cust_1014,+1-519-555-172,malin@optonline.net,Ord_2736,Prod_8,SHP_3753,2155.84,0.02,8,-267.63,11.25,0.51,39078,23-06-2009,LOW,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR,30-06-2009
MATT CONNELL,ONTARIO,ONTARIO,CORPORATE,Cust_1014,+1-519-555-172,malin@optonline.net,Ord_2750,Prod_8,SHP_3774,225.94,0.09,50,-89.13,2.39,0.72,41474,20-04-2009,NOT SPECIFIED,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR,22-04-2009
MATT CONNELL,ONTARIO,ONTARIO,CORPORATE,Cust_1014,+1-519-555-172,malin@optonline.net,Ord_2640,Prod_8,SHP_3611,2911.64,0.02,37,225.28,14.52,0.65,17249,25-09-2010,LOW,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR,27-09-2010
STEVE NGUYEN,ONTARIO,ONTARIO,SMALL BUSINESS,Cust_1015,+1-519-555-173,roesch@live.com,Ord_2748,Prod_8,SHP_3770,1455.49,0.07,5,-807.59,7.18,0.48,41253,7/5/2009,MEDIUM,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR,9/5/2009
VIVEK GRADY,ONTARIO,ONTARIO,HOME OFFICE,Cust_1016,519-555-0171,chrisk@yahoo.ca,Ord_2303,Prod_8,SHP_3747,904.93,0.08,31,-53.4,4,0.74,38564,2/11/2009,CRITICAL,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR,3/11/2009
VIVEK GRADY,ONTARIO,ONTARIO,HOME OFFICE,Cust_1016,519-555-0171,chrisk@yahoo.ca,Ord_2659,Prod_8,SHP_3638,4744.64,0.04,46,1033.38,19.99,0.52,21796,6/5/2012,LOW,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR,10/5/2012
VIVEK GRADY,ONTARIO,ONTARIO,HOME OFFICE,Cust_1016,519-555-0171,chrisk@yahoo.ca,Ord_2770,Prod_8,SHP_3803,1618.31,0.08,41,504.71,1.99,0.54,46468,11/1/2011,CRITICAL,TECHNOLOGY,COMPUTER PERIPHERALS,EXPRESS AIR,13-01-2011
KAREN DANIELS,ONTARIO,ONTARIO,CONSUMER,Cust_1018,519-555-0119,tkrotchko@me.com,Ord_2711,Prod_8,SHP_3712,612.49,0.09,38,168.04,1.99,0.45,34530,30-08-2010,LOW,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR,4/9/2010
KAREN DANIELS,ONTARIO,ONTARIO,CONSUMER,Cust_1018,519-555-0119,tkrotchko@me.com,Ord_2829,Prod_8,SHP_3891,718.6,0.08,40,-81.49,4,0.79,59554,15-11-2011,CRITICAL,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR,16-11-2011
KATHERINE NOCKTON,ONTARIO,ONTARIO,HOME OFFICE,Cust_1020,519-555-0114,sinkou@icloud.com,Ord_2665,Prod_8,SHP_3651,107.67,0.1,2,-234.66,6.5,0.73,24390,6/6/2012,LOW,TECHNOLOGY,COMPUTER PERIPHERALS,EXPRESS AIR,8/6/2012
DENNY BLANTON,ONTARIO,ONTARIO,HOME OFFICE,Cust_1021,519-555-0112,juerd@yahoo.com,Ord_2644,Prod_8,SHP_3616,64.5,0.05,3,-55.11,1.99,0.48,18241,27-07-2010,LOW,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR,29-07-2010
DENNY BLANTON,ONTARIO,ONTARIO,HOME OFFICE,Cust_1021,519-555-0112,juerd@yahoo.com,Ord_2682,Prod_8,SHP_3673,2493.24,0.03,25,293.66,19.99,0.52,28258,13-03-2009,CRITICAL,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR,14-03-2009
KATHERINE NOCKTON,ONTARIO,ONTARIO,CORPORATE,Cust_1022,+1-519-555-171,johnh@att.net,Ord_2719,Prod_8,SHP_3726,190.1,0.06,9,-63.78,4,0.6,36517,1/3/2010,NOT SPECIFIED,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR,3/3/2010
KATHERINE NOCKTON,ONTARIO,ONTARIO,CORPORATE,Cust_1022,+1-519-555-171,johnh@att.net,Ord_2808,Prod_8,SHP_3865,37.89,0,1,-120.97,1.99,0.43,55172,3/12/2010,NOT SPECIFIED,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR,4/12/2010
VIVEK GRADY,ONTARIO,ONTARIO,CORPORATE,Cust_1025,+1-519-555-124,elmer@icloud.com,Ord_2795,Prod_8,SHP_3843,596.56,0.04,20,60.7,5.5,0.51,52805,28-09-2011,HIGH,TECHNOLOGY,COMPUTER PERIPHERALS,EXPRESS AIR,28-09-2011
LINDSAY SHAGIARI,ONTARIO,ONTARIO,HOME OFFICE,Cust_1026,+1-519-555-114,fhirsch@me.com,Ord_2716,Prod_8,SHP_3722,394.8,0.1,23,-113.8,4,0.79,36130,13-09-2012,CRITICAL,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR,14-09-2012
STEPHANIE ULPRIGHT,ONTARIO,ONTARIO,CONSUMER,Cust_1029,519-555-0106,noodles@icloud.com,Ord_2676,Prod_8,SHP_3664,3333.1,0.1,50,-85.03,4,0.79,27300,30-09-2012,NOT SPECIFIED,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR,1/10/2012
ODELLA NELSON,ONTARIO,ONTARIO,SMALL BUSINESS,Cust_1030,519-555-0131,pgottsch@icloud.com,Ord_2840,Prod_8,SHP_3906,66.88,0.09,8,-17.01,1.99,0.52,4610,17-06-2010,LOW,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR,19-06-2010
RYAN AKIN,ONTARIO,ONTARIO,CONSUMER,Cust_1033,519-555-0104,tsuruta@icloud.com,Ord_2805,Prod_8,SHP_3860,421.08,0,47,82.31,1.99,0.52,54369,2/3/2009,NOT SPECIFIED,TECHNOLOGY,COMPUTER PERIPHERALS,EXPRESS AIR,4/3/2009
TONY CHAPMAN,ONTARIO,ONTARIO,CONSUMER,Cust_1037,+1-519-555-123,willg@mac.com,Ord_836,Prod_8,SHP_3789,130.14,0.04,4,-116.18,8.65,0.74,45059,3/2/2011,NOT SPECIFIED,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR,5/2/2011
